n_agents,success_rate,time,time_std,time_min,time_max,episode_length,episode_length_std,episode_length_min,episode_length_max,total_step,total_step_std,total_step_min,total_step_max,avg_step,avg_step_std,avg_step_min,avg_step_max,max_step,max_step_std,max_step_min,max_step_max,min_step,min_step_std,min_step_min,min_step_max,total_costs,total_costs_std,total_costs_min,total_costs_max,avg_costs,avg_costs_std,avg_costs_min,avg_costs_max,max_costs,max_costs_std,max_costs_min,max_costs_max,min_costs,min_costs_std,min_costs_min,min_costs_max,agent_collision_rate,agent_collision_rate_std,agent_collision_rate_min,agent_collision_rate_max,obstacle_collision_rate,obstacle_collision_rate_std,obstacle_collision_rate_min,obstacle_collision_rate_max,total_collision_rate,total_collision_rate_std,total_collision_rate_min,total_collision_rate_max
4,100.0,0.3202693462371826,0.0,0.3202693462371826,0.3202693462371826,20.0,0.0,20,20,31.0,0.0,31,31,7.75,0.0,7.75,7.75,20.0,0.0,20.0,20.0,1.0,0.0,1.0,1.0,30.0,0.0,30.0,30.0,7.5,0.0,7.5,7.5,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,100.0,0.48064756393432617,0.0,0.48064756393432617,0.48064756393432617,23.0,0.0,23,23,109.0,0.0,109,109,13.625,0.0,13.625,13.625,22.0,0.0,22.0,22.0,4.0,0.0,4.0,4.0,117.0,0.0,117.0,117.0,14.625,0.0,14.625,14.625,23.0,0.0,23.0,23.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
